Species2,Family2,Order2,Avibase.ID2,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle
Geokichla erythronota,Turdidae,Passeriformes,AVIBASE-7B78D803,23,2,2,19,4.0,20.4,11.7,4.9,5.7,32.2,115.5,33.4,77.9,30.0,79.8,56.3,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Terrestrial
Geokichla gurneyi,Turdidae,Passeriformes,AVIBASE-45C55FDE,14,4,5,5,9.0,22.8,13.3,5.0,6.5,33.9,108.0,26.2,82.4,24.1,81.0,57.9,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Terrestrial
Geokichla guttata,Turdidae,Passeriformes,AVIBASE-60A39CF9,5,1,1,3,4.0,24.5,16.4,5.5,6.9,31.6,116.4,33.0,82.3,28.6,91.0,57.5,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Omnivore,Terrestrial
Geokichla interpres,Turdidae,Passeriformes,AVIBASE-8A975661,7,2,4,1,6.0,18.8,12.1,5.2,5.4,27.2,102.1,27.7,75.0,26.9,52.9,81.9,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Generalist
Geokichla joiceyi,Turdidae,Passeriformes,AVIBASE-ECBCA806,1,0,0,1,1.0,19.7,11.2,4.5,5.6,35.6,90.0,16.3,73.7,18.1,64.0,49.5,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Terrestrial
Geokichla leucolaema,Turdidae,Passeriformes,AVIBASE-04480AF2,4,2,2,0,4.0,20.9,12.0,5.3,6.3,30.6,98.1,21.6,76.5,22.0,64.5,49.5,Inferred,NA,YES,Body Mass,Geokichla joiceyi,Forest,1,2,Carnivore,Invertivore,Terrestrial
Geokichla mendeni,Turdidae,Passeriformes,AVIBASE-55A20FBF,1,0,1,0,1.0,22.8,13.9,5.1,6.4,27.9,111.0,31.4,79.6,28.3,72.3,56.3,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Terrestrial
Geokichla oberlaenderi,Turdidae,Passeriformes,AVIBASE-05BC1F90,1,1,0,0,1.0,19.9,10.7,4.0,5.2,26.9,96.5,22.6,73.9,23.4,62.0,43.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Geokichla peronii,Turdidae,Passeriformes,AVIBASE-63802CCE,7,1,3,3,6.0,22.2,14.3,5.0,6.4,32.9,104.6,28.5,75.7,27.4,77.9,49.5,Inferred,NA,YES,Body Mass,Geokichla joiceyi,Forest,1,1,Carnivore,Invertivore,Generalist
Geokichla piaggiae,Turdidae,Passeriformes,AVIBASE-C54DCA26,10,4,5,1,5.0,23.0,12.3,4.8,6.0,33.1,102.8,20.0,82.6,19.5,82.7,51.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Geokichla princei,Turdidae,Passeriformes,AVIBASE-CB1E8753,4,2,2,0,4.0,20.3,12.5,5.7,6.9,33.5,106.5,26.0,80.5,24.4,75.5,65.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Geokichla schistacea,Turdidae,Passeriformes,AVIBASE-EF99AC5E,1,0,0,1,1.0,21.9,13.5,5.4,6.0,27.2,98.5,23.0,75.5,23.4,69.0,49.5,Inferred,NA,YES,Body Mass,Geokichla joiceyi,Forest,1,1,Carnivore,Invertivore,Terrestrial
Geokichla sibirica,Turdidae,Passeriformes,AVIBASE-E7163B81,5,2,3,0,4.0,22.4,13.2,5.0,5.8,28.5,119.0,42.7,76.1,35.9,87.8,75.5,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Terrestrial
Geokichla spiloptera,Turdidae,Passeriformes,AVIBASE-098F2468,5,2,3,0,4.0,22.5,14.8,4.9,6.9,33.7,96.6,19.7,77.0,20.4,76.8,70.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Geokichla wardii,Turdidae,Passeriformes,AVIBASE-AC0C3921,5,0,4,1,4.0,24.7,15.5,5.0,5.6,27.2,113.6,37.5,74.2,33.7,77.0,58.6,Dunning,NA,NO,NA,NA,Forest,2,3,Omnivore,Invertivore,Generalist
Grandala coelicolor,Turdidae,Passeriformes,AVIBASE-493D380B,5,2,3,0,4.0,19.3,10.5,3.8,4.0,29.1,142.4,60.1,80.1,42.9,91.4,45.6,Dunning,NA,NO,NA,NA,Rock,3,2,Omnivore,Invertivore,Generalist
Hylocichla mustelina,Turdidae,Passeriformes,AVIBASE-8E1D9327,17,6,4,7,4.0,19.0,11.9,5.1,5.4,32.1,106.5,29.0,78.9,26.9,71.3,50.1,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Generalist
Ixoreus naevius,Turdidae,Passeriformes,AVIBASE-58312873,5,2,3,0,4.0,23.7,15.0,4.5,6.1,31.1,121.6,40.3,80.4,33.4,85.2,77.5,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Omnivore,Generalist
Myadestes coloratus,Turdidae,Passeriformes,AVIBASE-6EFA5695,4,2,2,0,4.0,14.3,6.9,4.9,4.4,20.5,86.2,19.2,67.0,22.3,81.5,28.9,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Myadestes elisabeth,Turdidae,Passeriformes,AVIBASE-6FD86A69,4,0,3,1,4.0,14.8,8.4,4.5,4.0,21.7,86.2,18.4,67.8,21.4,88.0,30.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial
Myadestes genibarbis,Turdidae,Passeriformes,AVIBASE-FE142904,8,1,4,3,8.0,14.1,7.4,4.4,3.8,21.4,87.4,20.9,66.6,23.9,91.2,29.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Insessorial
Myadestes lanaiensis,Turdidae,Passeriformes,AVIBASE-C52EFB11,2,1,1,0,1.0,19.5,9.6,4.8,4.9,31.9,90.5,16.1,71.9,18.3,75.0,50.0,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Myadestes melanops,Turdidae,Passeriformes,AVIBASE-F76226A8,6,0,5,1,5.0,14.7,6.7,4.4,4.2,20.7,87.0,18.7,68.2,21.5,78.3,32.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Myadestes obscurus,Turdidae,Passeriformes,AVIBASE-A1C41A3F,5,0,5,0,4.0,15.2,7.2,4.7,4.1,23.7,102.0,27.6,75.0,26.9,92.8,50.4,Dunning,NA,NO,NA,NA,Forest,2,1,Herbivore,Frugivore,Insessorial
Myadestes occidentalis,Turdidae,Passeriformes,AVIBASE-E4DF8DBE,4,2,2,0,4.0,15.4,7.8,4.8,4.6,20.8,102.5,27.6,74.8,27.0,101.2,36.4,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Frugivore,Insessorial
Myadestes palmeri,Turdidae,Passeriformes,AVIBASE-62B955D3,2,1,1,0,1.0,20.9,9.5,4.6,4.7,32.5,88.5,18.7,73.3,20.3,71.5,39.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Myadestes ralloides,Turdidae,Passeriformes,AVIBASE-8FE62CA5,56,12,24,20,17.0,14.8,6.8,4.6,3.7,20.5,84.1,19.6,64.5,23.3,78.2,29.1,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Insessorial
Myadestes townsendi,Turdidae,Passeriformes,AVIBASE-5459228D,5,2,3,0,4.0,15.7,8.2,4.4,4.6,20.9,113.3,34.3,80.6,29.9,103.0,33.2,Dunning,NA,NO,NA,NA,Forest,2,2,Omnivore,Omnivore,Insessorial
Myadestes unicolor,Turdidae,Passeriformes,AVIBASE-E294A36A,6,2,4,0,6.0,14.8,7.6,4.9,4.5,20.0,93.3,22.0,71.4,23.5,89.2,37.9,Dunning,NA,NO,NA,NA,Forest,1,2,Herbivore,Frugivore,Insessorial
Neocossyphus finschi,Turdidae,Passeriformes,AVIBASE-6DD922F2,6,2,3,1,4.0,15.3,9.6,5.2,4.5,21.2,97.8,21.8,75.2,22.5,83.7,37.0,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Neocossyphus fraseri,Turdidae,Passeriformes,AVIBASE-031AC7C9,14,2,8,4,9.0,15.8,9.8,6.1,4.6,20.6,94.1,21.3,73.0,22.6,77.9,35.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial
Neocossyphus poensis,Turdidae,Passeriformes,AVIBASE-0BD37CDF,52,5,3,44,8.0,18.2,11.1,5.8,4.9,28.4,101.6,19.7,86.0,18.5,84.8,51.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Neocossyphus rufus,Turdidae,Passeriformes,AVIBASE-90FDC4CC,29,4,4,21,7.0,18.4,10.5,5.1,5.0,28.4,106.0,26.9,89.8,23.1,91.7,65.9,Dunning,NA,NO,NA,NA,Forest,1,2,Carnivore,Invertivore,Generalist
Otocichla mupinensis,Turdidae,Passeriformes,AVIBASE-4435BAA4,7,4,3,0,4.0,23.3,11.8,4.9,5.8,34.6,119.5,31.9,87.5,26.7,95.5,62.5,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Psophocichla litsitsirupa,Turdidae,Passeriformes,AVIBASE-F3E4349D,11,4,6,1,4.0,28.1,17.6,6.4,6.5,34.6,129.5,41.5,87.9,32.1,70.8,74.0,Dunning,NA,NO,NA,NA,Grassland,3,1,Carnivore,Invertivore,Terrestrial
Ridgwayia pinicola,Turdidae,Passeriformes,AVIBASE-2C57FFF5,5,2,3,0,4.0,24.3,13.8,5.0,6.1,26.3,130.2,47.6,82.2,36.7,90.0,88.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Sialia currucoides,Turdidae,Passeriformes,AVIBASE-97B870B4,5,1,4,0,4.0,16.4,9.6,3.9,3.9,21.9,114.0,41.0,71.2,36.6,70.0,29.6,Dunning,NA,NO,NA,NA,Grassland,3,3,Omnivore,Invertivore,Insessorial
Sialia mexicana,Turdidae,Passeriformes,AVIBASE-AC2B812A,5,2,3,0,4.0,15.1,8.6,3.4,3.9,19.8,104.4,39.2,66.2,37.2,64.2,26.4,Dunning,NA,NO,NA,NA,Woodland,3,2,Omnivore,Omnivore,Insessorial
Sialia sialis,Turdidae,Passeriformes,AVIBASE-A8347C7D,4,2,2,0,4.0,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,Dunning,NA,NO,NA,NA,Woodland,2,2,Carnivore,Invertivore,Insessorial
Turdus abyssinicus,Turdidae,Passeriformes,AVIBASE-428DA7CD,29,5,6,18,24.0,23.9,13.9,5.1,6.1,31.9,106.8,20.2,86.6,18.9,82.8,67.3,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Turdus albicollis,Turdidae,Passeriformes,AVIBASE-E90B937B,45,11,26,8,4.0,23.5,10.9,4.6,6.0,30.0,110.8,23.6,88.0,21.2,90.0,54.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist
Turdus albocinctus,Turdidae,Passeriformes,AVIBASE-4699C170,7,3,4,0,4.0,27.6,15.8,5.3,6.7,33.0,136.2,34.3,101.9,25.1,106.6,99.4,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Insessorial
Turdus amaurochalinus,Turdidae,Passeriformes,AVIBASE-17FCF7A0,29,9,9,11,4.0,24.2,13.0,5.0,6.2,32.1,116.1,27.3,89.1,23.4,95.7,57.9,Dunning,NA,NO,NA,NA,Forest,2,3,Omnivore,Invertivore,Insessorial
Turdus arthuri,Turdidae,Passeriformes,AVIBASE-F28463EA,0,0,0,0,0.0,21.7,12.8,6.1,6.6,33.7,110.4,23.5,88.0,21.1,87.5,63.8,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Turdus ignobilis,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus assimilis,Turdidae,Passeriformes,AVIBASE-7C550267,26,12,13,1,8.0,22.8,12.9,5.0,6.3,29.3,117.2,26.8,89.1,23.1,92.6,70.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist
Turdus atrogularis,Turdidae,Passeriformes,AVIBASE-AECDBFFA,10,5,5,0,4.0,24.2,12.7,5.1,6.1,32.4,133.2,40.7,92.5,30.6,97.8,106.0,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Insessorial
Turdus aurantius,Turdidae,Passeriformes,AVIBASE-A786A6B2,7,3,3,1,4.0,26.5,15.7,5.6,7.2,37.4,117.1,23.1,94.0,19.7,92.7,81.9,Dunning,NA,NO,NA,NA,Forest,2,2,Carnivore,Invertivore,Terrestrial
Turdus bewsheri,Turdidae,Passeriformes,AVIBASE-9B5CD224,6,2,4,0,4.0,23.6,14.1,5.3,6.5,36.9,105.5,18.7,86.8,17.7,77.1,63.3,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus boulboul,Turdidae,Passeriformes,AVIBASE-06DEFA6B,9,4,5,0,4.0,26.3,15.1,5.3,6.5,32.9,144.3,39.1,105.0,27.1,111.4,97.1,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Insessorial
Turdus cardis,Turdidae,Passeriformes,AVIBASE-259E02EC,9,4,5,0,4.0,23.5,12.5,4.7,6.0,29.4,115.0,33.6,81.1,29.2,76.9,58.9,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Terrestrial
Turdus celaenops,Turdidae,Passeriformes,AVIBASE-57274462,9,3,5,1,4.0,25.9,14.1,5.2,6.6,32.5,117.5,28.0,89.4,23.9,87.7,84.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus chiguanco,Turdidae,Passeriformes,AVIBASE-07F95062,27,7,11,9,13.0,29.4,17.0,5.8,7.4,38.8,136.4,31.2,105.2,22.9,120.8,93.3,Dunning,NA,NO,NA,NA,Shrubland,2,1,Omnivore,Invertivore,Generalist
Turdus chrysolaus,Turdidae,Passeriformes,AVIBASE-F80DAC22,12,4,5,3,6.0,24.3,14.2,5.0,6.2,30.9,119.4,37.4,82.1,31.3,86.9,65.4,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Insessorial
Turdus dissimilis,Turdidae,Passeriformes,AVIBASE-54C010AC,9,5,4,0,4.0,23.0,14.0,5.5,6.4,28.2,118.1,30.8,87.3,26.1,75.0,75.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist
Turdus eremita,Turdidae,Passeriformes,AVIBASE-C740512D,5,2,3,0,3.0,24.7,15.8,6.0,6.9,36.9,101.5,21.9,79.6,21.5,80.5,91.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Carnivore,Omnivore,Terrestrial
Turdus eunomus,Turdidae,Passeriformes,AVIBASE-E3B69278,8,4,4,0,4.0,23.7,12.7,4.5,5.8,30.7,127.1,42.1,85.0,33.1,87.3,73.2,DataFromSplit,NA,NO,NA,NA,Forest,2,3,Omnivore,Invertivore,Generalist
Turdus falcklandii,Turdidae,Passeriformes,AVIBASE-F09C3940,13,2,10,1,10.0,27.1,16.7,6.4,7.6,38.9,134.9,37.4,97.6,27.7,102.9,93.9,Dunning,NA,NO,NA,NA,Forest,2,2,Omnivore,Invertivore,Generalist
Turdus feae,Turdidae,Passeriformes,AVIBASE-4C2FBE92,6,3,2,1,3.0,22.7,12.2,4.4,5.7,29.9,124.7,39.7,84.9,31.9,92.5,71.0,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Omnivore,Generalist
Turdus flavipes,Turdidae,Passeriformes,AVIBASE-83389238,9,3,5,1,4.0,21.7,11.0,5.0,5.7,25.7,110.6,28.6,81.9,25.9,84.1,65.1,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Frugivore,Insessorial
Turdus fulviventris,Turdidae,Passeriformes,AVIBASE-27399961,6,3,0,3,4.0,26.2,15.1,5.3,7.0,33.8,124.3,24.4,99.9,19.7,97.1,70.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Frugivore,Generalist
Turdus fumigatus,Turdidae,Passeriformes,AVIBASE-78EFB310,12,4,5,3,4.0,24.2,13.8,5.0,6.7,31.0,113.5,23.9,89.6,21.1,90.8,75.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus fuscater,Turdidae,Passeriformes,AVIBASE-23C068E4,36,14,17,5,11.0,30.3,17.0,6.9,8.2,43.6,151.3,28.8,122.7,19.0,143.0,143.0,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Generalist
Turdus grayi,Turdidae,Passeriformes,AVIBASE-B337C841,65,10,16,39,7.0,21.4,13.6,5.7,6.5,33.6,118.1,26.1,96.4,21.4,101.9,79.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus haplochrous,Turdidae,Passeriformes,AVIBASE-3EB04282,2,1,1,0,2.0,24.0,13.3,5.3,6.7,32.1,111.2,20.8,90.4,18.7,94.2,84.0,Dunning,NA,NO,NA,NA,Forest,1,NA,Omnivore,Omnivore,Generalist
Turdus hauxwelli,Turdidae,Passeriformes,AVIBASE-33FBD873,12,0,3,9,1.0,26.4,13.2,5.3,6.1,30.2,114.9,28.1,87.0,24.4,86.8,69.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus helleri,Turdidae,Passeriformes,AVIBASE-FC085C6D,3,0,3,0,3.0,24.3,14.0,5.1,6.9,30.0,116.0,19.6,96.4,16.9,89.8,68.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial
Turdus hortulorum,Turdidae,Passeriformes,AVIBASE-FCC6C5EA,13,4,8,1,4.0,23.3,12.6,4.9,6.0,31.3,115.8,32.9,82.8,28.4,83.0,66.7,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Terrestrial
Turdus ignobilis,Turdidae,Passeriformes,AVIBASE-F2FC64EA,71,6,10,55,3.0,21.6,12.8,6.1,6.6,33.8,110.4,23.4,88.2,21.0,87.7,63.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus iliacus,Turdidae,Passeriformes,AVIBASE-A8A85BCF,25,12,13,0,4.0,22.7,12.2,4.4,5.5,28.0,116.3,37.7,79.0,32.3,78.3,61.2,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Insessorial
Turdus infuscatus,Turdidae,Passeriformes,AVIBASE-0C95D04B,10,1,9,0,4.0,22.0,12.1,5.2,6.1,29.7,122.5,33.3,91.7,26.6,104.2,72.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus jamaicensis,Turdidae,Passeriformes,AVIBASE-0CAD32A5,4,0,3,1,4.0,20.3,12.3,5.0,5.8,34.4,115.1,24.0,91.1,20.9,90.5,59.1,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Insessorial
Turdus kessleri,Turdidae,Passeriformes,AVIBASE-8A6BF14B,8,3,5,0,4.0,25.1,13.9,5.5,6.5,35.7,149.7,43.1,106.0,28.9,124.2,76.3,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,3,Omnivore,Invertivore,Generalist
Turdus lawrencii,Turdidae,Passeriformes,AVIBASE-69C20D91,4,3,1,0,4.0,21.2,12.8,5.4,6.2,26.6,114.2,32.7,81.5,28.6,76.5,72.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial
Turdus leucomelas,Turdidae,Passeriformes,AVIBASE-C0938247,27,11,10,6,4.0,22.2,13.4,5.1,6.0,32.4,111.6,24.8,85.8,22.4,92.1,69.1,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Turdus leucops,Turdidae,Passeriformes,AVIBASE-EE26D2EA,14,5,7,2,5.0,23.7,12.6,5.3,6.2,27.1,117.1,29.9,87.0,25.6,87.2,62.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial
Turdus lherminieri,Turdidae,Passeriformes,AVIBASE-D2B2A4AF,4,0,4,0,4.0,26.9,17.3,6.8,8.0,41.9,126.0,29.1,96.8,23.1,82.5,105.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus libonyana,Turdidae,Passeriformes,AVIBASE-5D12DEA5,12,4,5,3,7.0,24.7,13.5,5.0,6.2,30.0,114.0,25.9,88.1,22.7,91.8,60.6,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Terrestrial
Turdus ludoviciae,Turdidae,Passeriformes,AVIBASE-8363CB4A,6,2,4,0,4.0,22.7,12.9,4.5,6.1,28.9,115.0,22.3,91.5,19.6,99.5,62.0,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Invertivore,Generalist
Turdus maculirostris,Turdidae,Passeriformes,AVIBASE-CA2946CA,9,4,4,1,4.0,22.5,13.3,4.9,6.1,30.3,112.6,20.6,93.4,18.0,97.7,69.6,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus mandarinus,Turdidae,Passeriformes,AVIBASE-BE61F5C1,1,0,0,1,0.0,30.9,15.5,5.3,7.5,35.7,146.6,37.0,109.6,25.2,105.0,102.7,DataFromSplit,NA,YES,Beak Nares; Beak Width; Beak Depth,Turdus merula,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus maranonicus,Turdidae,Passeriformes,AVIBASE-1F4DAD80,4,2,1,1,4.0,24.9,14.9,5.9,6.1,31.8,116.0,23.2,92.8,20.0,88.5,70.0,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Generalist
Turdus maximus,Turdidae,Passeriformes,AVIBASE-9E3252A7,8,3,5,0,4.0,25.3,14.3,5.4,6.7,36.0,151.7,39.6,112.2,26.0,126.5,89.5,Updated_literature,Dunning (2021),NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus menachensis,Turdidae,Passeriformes,AVIBASE-F1E0AFD4,6,3,3,0,4.0,26.0,15.6,5.2,7.6,30.7,119.3,22.8,96.6,19.0,111.7,75.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Generalist
Turdus merula,Turdidae,Passeriformes,AVIBASE-88BB4F2A,56,27,26,3,6.0,28.5,15.5,5.3,7.5,33.6,128.4,29.8,98.6,23.1,106.3,102.7,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Generalist
Turdus migratorius,Turdidae,Passeriformes,AVIBASE-D77E4B41,14,8,6,0,5.0,23.4,12.5,5.6,6.8,32.7,127.0,36.9,90.3,29.0,95.7,78.5,Dunning,NA,NO,NA,NA,Forest,3,3,Omnivore,Invertivore,Generalist
Turdus murinus,Turdidae,Passeriformes,AVIBASE-6E6DD03A,0,0,0,0,0.0,21.7,12.8,6.1,6.6,33.7,110.4,23.5,88.0,21.1,87.5,63.8,Inferred,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length; Body Mass,Turdus ignobilis,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus naumanni,Turdidae,Passeriformes,AVIBASE-22761AD4,9,4,5,0,4.0,22.9,12.1,4.6,5.4,31.6,128.7,42.0,86.2,32.8,90.4,73.2,Dunning,NA,NO,NA,NA,Forest,2,3,Omnivore,Invertivore,Generalist
Turdus nigrescens,Turdidae,Passeriformes,AVIBASE-C43110B3,12,3,9,0,4.0,23.8,14.6,6.3,7.0,36.1,139.9,34.3,102.6,25.0,123.6,96.0,Dunning,NA,NO,NA,NA,Forest,3,1,Omnivore,Omnivore,Generalist
Turdus nigriceps,Turdidae,Passeriformes,AVIBASE-B3BB28D9,10,3,6,1,5.0,23.1,12.9,4.9,5.5,30.1,106.9,24.1,82.8,22.6,80.2,52.7,Dunning,NA,NO,NA,NA,Forest,1,2,Omnivore,Invertivore,Insessorial
Turdus niveiceps,Turdidae,Passeriformes,AVIBASE-7CE0A1A9,0,0,0,0,0.0,24.9,13.5,4.6,5.9,30.7,111.9,26.1,85.8,23.3,85.6,61.6,DataFromSplit,NA,YES,Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length,Turdus poliocephalus,Forest,2,1,Omnivore,Omnivore,Insessorial
Turdus nudigenis,Turdidae,Passeriformes,AVIBASE-F697CCD2,12,4,6,2,4.0,23.1,13.2,5.0,6.2,30.9,113.4,22.3,90.8,19.7,91.2,63.9,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Invertivore,Insessorial
Turdus obscurus,Turdidae,Passeriformes,AVIBASE-6E24CCD1,8,4,4,0,4.0,22.0,11.8,4.4,5.6,29.6,119.8,41.7,78.2,34.8,81.5,62.6,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Insessorial
Turdus obsoletus,Turdidae,Passeriformes,AVIBASE-E124336D,7,4,3,0,7.0,22.2,13.0,5.0,6.5,28.4,116.0,27.6,88.4,23.8,86.1,74.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial
Turdus olivaceofuscus,Turdidae,Passeriformes,AVIBASE-927299E4,8,4,4,0,4.0,30.1,15.9,6.0,7.3,38.8,125.8,26.4,99.4,21.0,89.8,87.0,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial
Turdus olivaceus,Turdidae,Passeriformes,AVIBASE-3A7D7B07,8,3,5,0,4.0,26.9,15.1,5.1,7.0,32.7,120.2,26.1,93.6,21.7,93.8,67.3,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Turdus olivater,Turdidae,Passeriformes,AVIBASE-D068BA78,10,4,6,0,7.0,25.9,14.5,5.5,6.9,31.2,114.6,23.7,90.9,20.7,94.8,86.6,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist
Turdus pallidus,Turdidae,Passeriformes,AVIBASE-B6A18478,9,4,4,1,4.0,24.5,14.1,4.8,6.2,31.0,125.6,41.4,84.2,33.0,89.2,72.1,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Generalist
Turdus pelios,Turdidae,Passeriformes,AVIBASE-40A2405D,9,4,5,0,4.0,23.8,13.1,5.1,6.3,31.4,110.6,24.4,87.5,21.8,87.7,65.4,Dunning,NA,NO,NA,NA,Woodland,2,1,Omnivore,Omnivore,Generalist
Turdus philomelos,Turdidae,Passeriformes,AVIBASE-D929EB21,26,12,13,1,4.0,23.1,11.9,5.0,5.7,31.8,116.0,35.7,80.5,30.7,81.7,67.7,Dunning,NA,NO,NA,NA,Forest,1,3,Omnivore,Invertivore,Generalist
